region_code,region
25466,Upper Milton
25495,Upper Stratton
25505,Upper Wanborough
25527,Upton
25531,Upton
25536,Upton
25547,Upton Cressett
25564,Upwey
25571,Urpeth
25572,Urquhart
25592,Vatisker
25596,Vaynol Park
25601,Velindre
25632,Voguebeloth
25639,Wadbrook
25661,Wainfelin
25693,Wales
25699,Walford
25717,Walkley
25728,Wallbridge
25759,Walshaw
25776,Walton
25816,Wappenshall
25821,Warbstow
25832,Wardley Colliery
25854,Warlaby
25859,Warmingham
25869,Warnford
25924,Water Stratford
25946,Waterloo
25967,Watford
26011,Weavering
26025,Weekley
26034,Weeton
26065,Wellfield
26070,Wellington
26087,Welsh St. Donats
26090,Welton
26098,Welwick
26104,Wenden Lofts
26109,Wendover Dean
26153,West Barkwith
26154,West Barnby
26164,West Bourton
26166,West Brabourne
26173,West Buckland
26195,West Cowick
26216,West Ewell
26233,West Haddlesey
26245,West Harptree
26253,West Heslerton
26255,West Hill
26262,West Hougham
26288,West Lavington
26310,West Mersea
26313,West Monkton
26326,West Park
26345,West Rudham
26359,West Stour
26400,West Wratting
26401,West Wycombe
26415,Westbury Park
26417,Westbury-On-Trym
26425,Westcott
26434,Wester Balblair
26467,Westhill
26483,Westley Waterless
26506,Weston
26520,Weston Heath
26544,Westover
26545,Westow
26570,Wetheral
26572,Wetherden
26575,Wetley Rocks
26578,Wetwang
26589,Whaddon
26615,Whatfield
26617,Whatlington
26697,Whitchurch
26757,Whitemere
26782,Whitfield
26805,Whitney
26831,Whitton
26838,Whitwell
26843,Whitwell
26852,Whorlton
26857,Wichling
26869,Wicken
26874,Wickersley
26890,Wickwar
26914,Wigginton Heath
26919,Wighton
26940,Wilcot
26956,Willaston
26968,Willey
26983,Willington
26987,Willitoft
27008,Wilminstone
27013,Wilsford
27024,Wilton
27029,Wimblebury
27046,Winchfield
27065,Windygates
27082,Wingrave
27093,Winnal
27095,Winnersh
27106,Winsley
27151,Winton
27188,Witham Friary
27189,Witham St. Hughs
27229,Wivelsfield Green
27241,Wolferlow
27274,Womersley
27339,Woodham Mortimer
27346,Woodhorn Village
27369,Woodmancote
27396,Woodspeen
27405,Woodville
27437,Woolsington
27463,Wootton
27521,Worting
27550,Wraxall
27567,Wressle
27571,Wrexham Industrial Estate
27594,Wyberton
27595,Wyberton Fen
27619,Wykeham
27621,Wykham
27658,Yarhampton
27671,Yarrow
27685,Yaxley
27691,Yealmpton
27695,Yeldersley
27705,Yeo Vale
27716,Yewstock
27730,Yockleton
27733,Yorkletts
27740,Yoxall
27754,Ystumtuen
27757,Zeal Monachorum
27804,
27839,
27841,
27853,
27862,
27864,
27869,
27871,
27873,
27889,
27905,
27918,
27941,
27973,
27979,
27981,
28006,
28029,
28039,
28042,
28094,
28100,
28107,
28121,
28126,
28135,
28138,
28167,
28172,
28192,
28215,
28247,
28288,
28297,
28312,
28335,
28341,
28355,
28379,
28394,
28422,
28436,
28451,
28456,
28473,
28478,
28483,
28517,
28521,
28530,
28541,
28553,
28560,
28568,
28570,
28573,
28576,
28597,
28614,
28621,
28628,
28655,
28666,
28676,
28679,
28681,
28694,
28703,
28704,
28713,
28718,
28732,
28738,
28789,
28795,
28814,
28832,
28839,
28858,
28862,
28892,
28903,
28921,
28981,
29003,
29004,
29005,
29044,
29055,
29086,
29089,
29092,
29095,
29102,
29173,
29184,
29202,
29225,
29254,
29257,
29287,
29306,
29337,
29375,
29457,
29469,
29471,
29499,
29508,
29516,
29520,
29522,
29529,
29534,
29540,
29590,
29591,
29631,
29634,
29691,
29715,
29720,
29724,
29733,
29736,
29737,
29753,
29786,
29808,
29816,
29851,
29868,
29872,
29889,
29924,
29926,
29949,
29951,
29952,
29970,
29975,
29984,
29985,
29989,
29990,
30010,
30011,
30015,
30018,
30066,
30076,
30093,
30099,
30125,
30133,
30137,
30148,
30155,
30170,
30179,
30181,
30185,
30196,
30221,
30240,
30266,
30287,
30318,
30326,
30361,
30369,
30419,
30424,
30456,
30469,
30482,
30494,
30498,
30501,
30503,
30505,
30532,
30545,
30547,
30551,
30586,
30589,
30626,
30632,
30637,
30639,
30640,
30649,
30664,
30679,
30688,
30717,
30780,
30801,
30809,
30819,
30869,
30882,
30898,
30904,
30909,
30915,
30921,
30931,
30938,
30948,
30965,
30967,
30973,
30996,
31022,
31079,
31097,
31101,
31131,
31132,
31136,
31137,
31138,
31183,
31193,
31196,
31210,
31216,
31274,
31287,
31313,
31326,
31375,
31398,
31423,
31435,
31443,
31453,
31467,
31471,
31485,
31493,
31525,
31528,
31545,
31557,
31562,
31565,
31571,
31596,
31597,
31621,
31622,
31627,
31629,
31652,
31657,
31685,
31698,
31709,
31729,
31756,
31769,
31792,
31801,
31825,
31833,
31838,
31860,
31873,
31880,
31892,
31894,
31915,
31957,
31986,
32019,
32025,
32043,
32060,
32073,
32086,
32099,
32100,
32125,
32159,
32163,
32167,
32187,
32202,
32208,
32211,
32261,
32287,
32317,
32319,
32338,
32340,
32381,
32409,
32441,
32448,
32449,
32463,
32472,
32484,
32489,
32502,
32569,
32589,
32596,
32609,
32635,
32668,
32675,
32679,
32683,
32697,
32698,
32729,
32746,
32747,
32781,
32790,
32802,
32827,
32829,
32830,
32864,
32872,
32879,
32883,
32886,
32900,
32911,
32923,
32924,
32926,
32936,
32937,
32953,
32961,
32977,
32981,
32983,
32986,
32991,
32998,
33019,
33037,
33042,
33044,
33049,
33059,
33064,
33102,
33113,
33117,
33123,
33138,
33145,
33150,
33159,
33172,
33179,
33183,
33216,
33220,
33227,
33230,
33248,
33269,
33317,
33331,
33342,
33354,
33363,
33380,
33396,
33401,
33404,
33458,
33472,
33480,
33499,
33524,
33528,
33555,
33601,
33606,
33614,
33620,
33650,
33659,
33675,
33684,
33717,
33726,
33727,
33729,
33732,
33734,
33754,
33776,
33782,
33783,
33851,
33855,
33874,
33895,
33917,
33925,
33956,
33972,
33977,
33985,
33988,
33990,
33998,
34003,
34014,
34016,
34018,
34041,
34042,
34047,
34064,
34070,
34082,
34084,
34101,
34102,
34110,
34132,
34161,
34162,
34168,
34173,
34176,
34185,
34207,
34249,
34279,
34301,
34319,
34359,
34370,
34379,
34384,
34432,
34472,
34494,
34506,
34508,
34525,
34549,
34554,
34556,
34584,
34585,
34592,
34597,
34601,
34623,
34625,
34648,
34656,
34661,
34662,
34669,
34691,
34703,
34714,
34746,
34777,
34795,
34823,
34869,
34885,
34887,
34927,
34928,
34935,
34950,
34965,
34978,
34980,
34991,
34997,
35009,
35033,
35060,
35076,
35100,
35112,
35123,
35136,
35151,
35152,
35156,
35171,
35176,
35185,
35195,
35221,
35224,
35232,
35266,
35288,
35316,
35320,
35321,
35330,
35344,
35348,
35363,
35366,
35367,
35392,
35394,
35396,
35401,
35426,
35429,
35453,
35469,
35499,
35524,
35538,
35542,
35559,
35562,
35564,
35566,
35585,
35601,
35619,
35636,
35647,
35659,
35687,
35714,
35715,
35729,
35740,
35745,
35775,
35782,
35788,
35816,
35840,
35856,
35864,
35887,
35888,
35892,
35896,
35899,
35907,
35928,
35933,
35943,
35980,
35994,
36023,
36029,
36058,
36102,
36112,
36145,
36150,
36151,
36200,
36202,
36237,
36249,
36251,
36275,
36313,
36358,
36412,
36453,
36457,
36473,
36485,
36541,
36549,
36552,
36568,
36578,
36580,
36583,
36599,
36601,
36619,
36626,
36639,
36644,
36664,
36705,
36744,
36765,
36779,
36785,
36797,
36800,
36807,
36813,
36818,
36820,
36823,
36824,
36827,
36828,
36834,
36869,
36885,
36893,
36936,
36953,
36957,
36988,
36992,
37007,
37009,
37016,
37086,
37102,
37113,
37116,
37141,
37156,
37168,
37181,
37185,
37213,
37223,
37227,
37235,
37274,
37282,
37287,
37290,
37300,
37303,
37304,
37307,
37318,
37386,
37389,
37497,
37498,
37499,
37518,
37540,
37552,
37556,
37558,
37578,
37595,
37596,
37612,
37621,
37664,
37682,
37707,
37715,
37744,
37759,
37763,
37794,
37800,
37805,
37846,
37847,
37864,
37865,
37891,
37903,
37912,
37921,
37925,
37928,
37939,
37951,
37967,
37973,
37980,
37981,
38012,
38019,
38020,
38042,
38046,
38055,
38069,
38073,
38085,
38113,
38117,
38146,
38155,
38169,
38224,
38241,
38249,
38280,
38286,
38303,
38317,
38329,
38341,
38345,
38347,
38378,
38397,
38406,
38488,
38489,
38499,
38506,
38510,
38535,
38567,
38580,
38599,
38665,
38670,
38742,
38746,
38760,
38784,
38785,
38810,
38814,
38818,
38849,
38853,
38876,
38884,
38895,
38916,
38918,
38924,
38929,
38935,
38966,
38975,
38976,
38984,
38990,
39001,
39013,
39019,
39066,
39072,
39080,
39082,
39098,
39100,
39114,
39128,
39136,
39146,
39159,
39170,
39186,
39193,
39207,
39234,
39252,
39281,
39299,
39348,
39349,
39379,
39432,
39443,
39447,
39463,
39465,
39466,
39476,
39516,
39524,
39576,
39590,
39621,
39625,
39649,
39662,
39667,
39679,
39686,
39697,
39704,
39705,
39718,
39723,
39730,
39757,
39759,
39761,
39762,
39774,
39777,
39790,
39830,
39848,
39869,
39871,
39880,
39881,
39960,
39968,
40005,
40041,
40078,
40095,
40119,
40124,
40144,
40152,
40158,
40160,
40169,
40193,
40196,
40215,
40217,
40223,
40243,
40272,
40279,
40297,
40306,
40309,
40313,
40318,
40343,
40355,
40358,
40374,
40428,
40434,
40437,
40439,
40441,
40445,
40465,
40471,
40476,
40481,
40492,
40521,
40569,
40580,
40594,
40597,
40600,
40618,
40621,
40634,
40640,
40644,
40651,
40653,
40661,
40694,
40702,
40727,
40732,
40733,
40753,
40756,
40775,
40787,
40817,
40844,
40868,
40896,
40918,
40921,
40934,
41001,
41004,
41048,
41061,
41066,
41069,
41106,
41146,
41152,
41162,
41166,
41177,
41180,
41191,
41207,
41221,
41222,
41255,
41262,
41284,
41287,
41289,
41308,
41314,
41316,
41411,
41415,
41428,
41459,
41462,
41467,
41481,
41482,
41497,
41512,
41518,
41595,
41601,
41618,
41681,
41683,
41687,
41701,
41712,
41735,
41743,
41751,
41759,
41763,
41774,
41790,
41812,
41835,
41852,
41867,
41869,
41880,
41898,
41910,
41916,
41955,
41973,
41981,
42007,
42012,
42014,
42037,
42041,
42053,
42129,
42165,
42172,
42187,
42194,
42221,
42236,
42237,
42276,
42299,
42302,
42329,
42331,
42341,
42363,
42368,
42369,
42382,
42390,
42394,
42397,
42416,
42424,
42426,
42459,
42461,
42464,
42466,
42536,
42550,
42558,
42567,
42573,
42574,
42606,
42645,
42665,
42668,
42684,
42695,
42702,
42712,
42721,
42726,
42750,
42773,
42782,
42798,
42801,
42854,
42890,
42904,
42905,
42911,
42914,
42944,
42965,
42972,
43006,
43021,
43029,
43034,
43036,
43086,
43123,
43129,
43153,
43156,
43157,
43169,
43189,
43197,
43230,
43262,
43263,
43265,
43276,
43285,
43289,
43300,
43304,
43313,
43341,
43385,
43404,
43424,
43427,
43432,
43435,
43442,
43465,
43474,
43494,
43505,
43508,
43509,
43515,
43569,
43585,
43592,
43605,
43607,
43613,
43614,
43647,
43649,
43672,
43694,
43719,
43744,
43761,
43775,
43791,
43795,
43800,
43804,
43812,
43838,
43854,
43917,
43929,
43954,
43955,
43971,
43999,
44003,
44004,
44011,
44026,
44029,
44031,
44045,
44055,
44069,
44076,
44096,
44106,
44127,
44135,
44150,
44162,
44172,
44185,
44186,
44197,
44209,
44219,
44225,
44241,
44242,
44268,
44281,
44295,
44297,
44306,
44309,
44337,
44339,
44365,
44371,
44383,
44405,
44409,
44416,
44434,
44471,
44486,
44505,
44510,
44511,
44531,
44565,
44619,
44622,
44639,
44656,
44663,
44679,
44680,
44701,
44703,
44704,
44725,
44726,
44736,
44757,
44799,
44806,
44812,
44824,
44825,
44842,
44899,
44904,
44913,
44938,
44985,
44996,
45024,
45031,
45034,
45039,
45061,
45072,
45087,
45100,
45124,
45133,
45174,
45187,
45218,
45232,
45235,
45259,
45264,
45266,
45276,
45287,
45297,
45356,
45364,
45371,
45377,
45444,
45450,
45464,
45466,
45484,
45489,
45495,
45496,
45518,
45553,
45568,
45570,
45575,
45578,
45584,
45586,
45628,
45643,
45647,
45687,
45696,
45736,
45755,
45764,
45771,
45787,
45888,
45894,
45895,
45906,
45941,
45964,
45976,
46014,
46041,
46083,
46101,
46114,
46148,
46169,
46174,
46194,
46218,
46242,
46258,
46269,
46279,
46280,
46284,
46292,
46311,
46342,
46348,
46352,
46363,
46365,
46382,
46410,
46421,
46426,
46451,
46464,
46474,
46482,
46545,
46593,
46614,
46615,
46618,
46629,
46650,
46661,
46662,
46709,
46712,
46751,
46765,
46775,
46804,
46815,
46828,
46854,
46885,
46890,
46901,
46924,
46933,
46982,
46998,
47015,
47025,
47026,
47028,
47032,
47055,
47067,
47071,
47075,
47083,
47091,
47109,
47112,
47128,
47144,
47151,
47176,
47178,
47189,
47195,
47217,
47224,
47261,
47264,
47285,
47292,
47298,
47299,
47332,
47351,
47363,
47373,
47389,
47391,
47407,
47420,
47462,
47486,
47500,
47504,
47507,
47511,
47528,
47533,
47576,
47586,
47631,
47640,
47667,
47669,
47679,
47685,
47687,
47695,
47730,
47746,
47750,
47754,
47762,
47767,
47769,
47774,
47790,
47797,
47816,
47818,
47830,
47837,
47847,
47893,
47911,
47914,
47923,
47931,
47932,
47935,
47979,
47985,
48005,
48022,
48031,
48061,
48072,
48088,
48100,
48143,
48168,
48172,
48174,
48176,
48177,
48195,
48200,
48205,
48207,
48229,
48241,
48243,
48272,
48274,
48277,
48279,
48280,
48319,
48375,
48377,
48420,
48425,
48482,
48504,
48520,
48525,
48564,
48584,
48585,
48660,
48661,
48676,
48686,
48692,
48706,
48716,
48748,
48772,
48807,
48822,
48827,
48836,
48871,
48901,
48929,
48946,
48957,
48964,
49003,
49017,
49026,
49029,
49063,
49067,
49114,
49125,
49126,
49136,
49175,
49176,
49204,
49255,
49264,
49283,
49291,
49313,
49315,
49319,
49331,
49340,
49352,
49375,
49416,
49423,
49445,
49447,
49462,
49469,
49473,
49486,
49499,
49510,
49547,
49562,
49563,
49583,
49597,
49601,
49627,
49653,
49659,
49671,
49686,
49690,
49717,
49723,
49734,
49741,
49748,
49760,
49783,
49810,
49830,
49842,
49857,
49860,
49899,
49907,
49921,
49928,
49938,
49961,
49971,
49991,
50006,
50015,
50019,
50039,
50048,
50059,
50072,
50096,
50123,
50135,
50136,
50138,
50189,
50208,
50215,
50218,
50242,
50247,
50254,
50274,
50292,
50297,
50307,
50327,
50333,
50348,
50362,
50397,
50401,
50406,
50407,
50409,
50445,
50466,
50468,
50474,
50509,
50530,
50554,
50566,
50574,
50577,
50582,
50600,
50610,
50626,
50645,
50657,
50677,
50679,
50697,
50700,
50701,
50708,
50721,
50727,
50737,
50749,
50804,
50822,
50848,
50882,
50905,
50913,
50914,
50929,
50952,
50962,
50986,
50987,
51006,
51022,
51023,
51062,
51082,
51083,
51127,
51166,
51167,
51170,
51176,
51184,
51187,
51225,
51229,
51238,
51266,
51276,
51290,
51299,
51307,
51353,
51359,
51360,
51371,
51388,
51412,
51430,
51434,
51461,
51485,
51499,
51507,
51510,
51513,
51532,
51538,
51553,
51555,
51560,
51579,
51605,
51636,
51656,
51674,
51687,
51694,
51724,
51729,
51745,
51746,
51750,
51765,
51787,
51796,
51808,
51819,
51833,
51853,
51869,
51891,
51895,
51897,
51898,
51911,
51923,
51943,
51946,
51947,
51977,
51983,
51988,
52029,
52033,
52041,
52088,
52093,
52115,
52122,
52131,
52154,
52211,
52216,
52217,
52226,
52249,
52251,
52252,
52257,
52271,
52276,
52288,
52302,
52305,
52307,
52321,
52324,
52325,
52348,
52383,
52410,
52411,
52420,
52430,
52433,
52434,
52445,
52446,
52451,
52544,
52545,
52546,
52583,
52621,
52646,
52682,
52688,
52697,
52699,
52707,
52768,
52771,
52791,
52801,
52816,
52817,
52843,
52871,
52876,
52891,
52907,
52918,
52929,
52937,
52952,
52965,
52975,
52992,
53027,
53069,
53082,
53089,
53090,
53115,
53117,
53124,
53146,
53148,
53165,
53176,
53177,
53196,
53213,
53279,
53285,
53313,
53350,
53372,
53375,
53378,
53383,
53389,
53422,
53427,
53435,
53447,
53471,
53509,
53525,
53527,
53561,
53566,
53575,
53596,
53606,
53622,
53666,
53677,
53679,
53686,
53695,
53696,
53763,
53772,
53783,
53787,
53800,
53808,
53831,
53877,
53891,
53906,
53914,
53926,
53936,
53986,
54037,
54039,
54040,
54042,
54082,
54086,
54096,
54097,
54102,
54104,
54109,
54111,
54120,
54133,
54151,
54209,
54214,
54217,
54219,
54239,
54245,
54249,
54280,
54281,
54286,
54288,
54306,
54343,
54358,
54376,
54394,
54396,
54399,
54406,
54407,
54413,
54418,
54430,
54444,
54450,
54451,
54452,
54458,
54465,
54523,
54531,
54552,
54601,
54606,
54631,
54632,
54683,
54692,
54724,
54737,
54745,
54747,
54785,
54801,
54812,
54836,
54873,
54882,
54896,
54916,
54967,
55007,
55034,
55047,
55070,
55073,
55095,
55126,
55130,
55172,
55183,
55202,
55213,
55241,
55281,
55311,
55334,
55336,
55354,
55360,
55370,
55384,
55388,
55401,
55429,
55436,
55438,
55444,
55474,
55492,
55508,
55524,
55541,
55547,
55582,
55598,
55603,
55610,
55615,
55629,
55635,
55654,
55705,
55714,
55716,
55724,
55753,
55770,
55778,
55802,
55812,
55814,
55816,
55818,
55830,
55841,
55851,
55858,
55859,
55861,
55862,
55865,
55872,
55877,
55895,
55897,
55901,
55906,
55909,
55934,
55955,
55960,
55965,
55966,
55973,
55975,
55982,
55983,
55985,
55998,
56016,
56028,
56032,
56044,
56071,
56080,
56081,
56111,
56115,
56125,
56131,
56183,
56184,
56193,
56236,
56239,
56242,
56245,
56255,
56281,
56305,
56347,
56380,
56383,
56384,
56389,
56392,
56397,
56417,
56428,
56448,
56474,
56484,
56505,
56522,
56532,
56537,
56541,
56589,
56595,
56596,
56606,
56609,
56625,
56628,
56641,
56666,
56668,
56689,
56710,
56748,
56749,
56764,
56790,
56817,
56822,
56827,
56838,
56875,
56879,
56881,
56902,
56919,
56953,
56958,
56982,
57009,
57018,
57021,
57039,
57040,
57076,
57085,
57114,
57115,
57117,
57123,
57144,
57177,
57186,
57198,
57208,
57226,
57229,
57238,
57303,
57324,
57339,
57346,
57389,
57400,
57484,
57538,
57542,
57568,
57605,
57608,
57627,
57641,
57643,
57646,
57654,
57665,
57667,
57671,
57675,
57679,
57697,
57750,
57763,
57765,
57783,
57842,
57845,
57852,
57859,
57860,
57912,
57953,
57960,
57973,
57985,
58047,
58068,
58086,
58095,
58103,
58132,
58160,
58172,
58184,
58193,
58205,
58208,
58209,
58212,
58217,
58254,
58295,
58303,
58317,
58321,
58335,
58342,
58347,
58358,
58374,
58377,
58382,
58385,
58387,
58397,
58400,
58417,
58422,
58432,
58441,
58444,
58473,
58477,
58478,
58505,
58533,
58559,
58575,
58584,
58614,
58635,
58641,
58679,
58684,
58690,
58697,
58702,
58703,
58714,
58717,
58729,
58736,
58754,
58757,
58784,
58789,
58808,
58845,
58848,
58869,
58891,
58896,
58907,
58918,
58931,
58947,
58950,
58951,
58952,
58955,
58977,
59009,
59023,
59034,
59076,
59093,
59118,
59134,
59146,
59160,
59164,
59175,
59207,
59219,
59256,
59283,
